Size,Filters,Threads,Schedule,Chunk,Naive,OpenMP,Img2col_S,Img2col_OMP
128,128,12,guided,8,0.15139750000000002,0.047428,0.118311,0.028183
128,128,12,guided,16,0.189643,0.040327,0.11744566666666667,0.025663000000000002
128,128,12,guided,32,0.1465796666666667,0.043466666666666674,0.11579766666666667,0.024267999999999998
128,128,12,static,1,0.15616133333333335,0.053601,0.12298666666666665,0.033035666666666665
128,128,12,static,2,0.175182,0.052715,0.150625,0.035958000000000004
128,128,12,static,4,0.15493483333333333,0.052282499999999996,0.12298850000000001,0.0360305
128,128,12,static,8,0.15735999999999997,0.052015833333333324,0.12907733333333335,0.03398433333333333
128,128,12,static,16,0.14910233333333334,0.04799433333333333,0.12311666666666665,0.033625999999999996
128,128,12,static,32,0.16477733333333333,0.050413000000000006,0.118323,0.03143
128,512,1,dynamic,2,0.5846956666666667,0.6661683333333333,0.465969,0.532266
128,512,1,dynamic,4,0.574072,0.6322713333333333,0.45635200000000004,0.4856196666666667
128,512,1,dynamic,8,0.589897,0.607793,0.4567206666666667,0.497405
128,512,1,dynamic,16,0.6301953333333333,0.632797,0.4970636666666666,0.501579
128,512,1,dynamic,32,0.575168,0.58045,0.45225333333333334,0.4378853333333334
128,512,1,guided,2,0.61126,0.731319,0.450994,0.442105
128,512,1,guided,4,0.5855026666666666,0.6230543333333333,0.45546966666666666,0.44211433333333333
128,512,1,guided,8,0.5742473333333333,0.616337,0.4479,0.44637299999999996
128,512,1,guided,16,0.5837156666666666,0.624,0.4654,0.448401
128,512,1,guided,32,0.5938743333333333,0.6344846666666667,0.46863933333333335,0.4783983333333333
128,512,1,static,1,0.6451766666666666,0.772436,0.457099,0.47159633333333334
128,512,1,static,2,0.586577,0.6393979999999999,0.49892749999999997,0.4778985
128,512,1,static,4,0.6013618333333334,0.657199,0.493771,0.4692898333333333
128,512,1,static,8,0.593738,0.600068,0.461034,0.4369003333333333
128,512,1,static,16,0.573827,0.582724,0.45024233333333336,0.423652
128,512,1,static,32,0.6356313333333333,0.5852426666666667,0.45889,0.445687
128,512,2,dynamic,2,0.5802106666666668,0.458612,0.45771366666666663,0.39269
128,512,2,dynamic,4,0.580562,0.464566,0.4706343333333334,0.36345999999999995
128,512,2,dynamic,8,0.5750603333333333,0.3855746666666667,0.45600733333333326,0.308413
128,512,2,dynamic,16,0.5818223333333333,0.38534699999999994,0.4566623333333333,0.30615866666666663
128,512,2,dynamic,32,0.647017,0.3808473333333333,0.505976,0.31639599999999996
128,512,2,guided,2,0.6652773333333334,0.4043206666666667,0.5059146666666666,0.30894466666666665
128,512,2,guided,4,0.6497,0.408396,0.49223833333333333,0.283605
128,512,2,guided,8,0.5907943333333333,0.3915246666666667,0.45779966666666666,0.296465
128,512,2,guided,16,0.581622,0.415027,0.47043799999999997,0.28026533333333337
128,512,2,guided,32,0.593951,0.382527,0.4883853333333333,0.28704799999999997
128,512,2,static,2,0.639236,0.386231,0.454174,0.277739
128,512,2,static,4,0.5787599999999999,0.3850466666666667,0.4497453333333333,0.302745
128,512,2,static,8,0.6014486666666666,0.431595,0.454612,0.29308533333333336
128,512,2,static,16,0.5826876666666667,0.390975,0.46077866666666667,0.3017743333333333
128,512,2,static,32,0.6075283333333333,0.344492,0.455709,0.25016
128,512,4,dynamic,2,0.606827,0.3382623333333334,0.49289066666666664,0.258152
128,512,4,dynamic,4,0.64759,0.28568,0.509652,0.22166166666666665
128,512,4,dynamic,8,0.652774,0.247868,0.501539,0.191751
128,512,4,dynamic,16,0.670301,0.23534366666666665,0.540844,0.18539066666666668
128,512,4,dynamic,32,0.5920176666666667,0.22278866666666666,0.481253,0.17960600000000002
128,512,4,guided,2,0.817294,0.25133633333333333,0.48125333333333337,0.18337900000000004
128,512,4,guided,4,0.589639,0.23573600000000003,0.466489,0.186122
128,512,4,guided,8,0.5903776666666668,0.226495,0.4711076666666667,0.1910523333333333
128,512,4,guided,16,0.603303,0.2448693333333333,0.46717733333333333,0.17625033333333331
128,512,4,guided,32,0.5783413333333333,0.214352,0.453867,0.1689963333333333
128,512,4,static,2,0.6165556666666666,0.264654,0.520479,0.18904666666666667
128,512,4,static,4,0.5918186666666667,0.251539,0.48528366666666667,0.18567433333333336
128,512,4,static,8,0.632607,0.294225,0.510697,0.1860436666666667
128,512,4,static,16,0.6098496666666667,0.243548,0.50166,0.18808866666666668
128,512,4,static,32,0.6510889999999999,0.277738,0.519905,0.19886066666666666
128,512,8,dynamic,2,0.5812413333333334,0.22380533333333333,0.4768063333333334,0.16534
128,512,8,dynamic,4,0.5920596666666667,0.18018733333333334,0.47413,0.13463666666666665
128,512,8,dynamic,8,0.5824699999999999,0.15838633333333332,0.472204,0.11956
128,512,8,dynamic,16,0.5836873333333333,0.155412,0.4627463333333333,0.11436600000000001
128,512,8,dynamic,32,0.5834,0.149086,0.4593103333333333,0.109942
128,512,8,guided,2,0.5832226666666667,0.15436166666666665,0.46571333333333337,0.11207233333333334
128,512,8,guided,4,0.654232,0.1619843333333333,0.670807,0.11961366666666666
128,512,8,guided,8,0.6011380000000001,0.15489466666666665,0.501093,0.11081333333333333
128,512,8,guided,16,0.606444,0.15104733333333334,0.49877033333333337,0.11397666666666667
128,512,8,guided,32,0.627345,0.157326,0.462376,0.10995833333333334
128,512,8,static,2,0.5772173333333334,0.1666466666666667,0.46981566666666663,0.122193
128,512,8,static,4,0.5837466666666667,0.17360799999999998,0.46445000000000003,0.12426299999999997
128,512,8,static,8,0.584981,0.16573833333333335,0.467022,0.12492133333333333
128,512,8,static,16,0.5959433333333334,0.163036,0.4616006666666667,0.12242133333333334
128,512,8,static,32,0.6052063333333333,0.17069366666666666,0.466176,0.12405499999999998
128,512,12,dynamic,2,0.597932,0.19873966666666665,0.472889,0.1700366666666667
128,512,12,dynamic,4,0.595958,0.156752,0.485807,0.113304
128,512,12,dynamic,8,0.5874816666666666,0.13130633333333333,0.46820633333333334,0.09712900000000001
128,512,12,dynamic,16,0.6039673333333333,0.133048,0.481424,0.102582
128,512,12,dynamic,32,0.58928,0.125164,0.476719,0.098151
128,512,12,guided,2,0.59846,0.14248233333333335,0.47111366666666665,0.106016
128,512,12,guided,4,0.6002696666666667,0.139568,0.479831,0.099103
128,512,12,guided,8,0.587422,0.127799,0.477365,0.098745
128,512,12,guided,16,0.586167,0.12679566666666667,0.46206833333333336,0.096145
128,512,12,guided,32,0.584165,0.14248400000000003,0.47201,0.106086
128,512,12,static,2,0.593114,0.15993933333333332,0.476644,0.11757000000000001
128,512,12,static,4,0.6037963333333333,0.170338,0.4813966666666667,0.12619599999999997
128,512,12,static,8,0.5877006666666666,0.17279366666666665,0.4709723333333333,0.12342966666666666
128,512,12,static,16,0.733988,0.18340299999999998,0.677527,0.13787933333333333
128,512,12,static,32,0.5971866666666666,0.16807700000000003,0.49216499999999996,0.11936333333333334
256,32,1,dynamic,2,0.14905633333333332,0.16840433333333335,0.11654666666666667,0.13287799999999997
256,32,1,dynamic,4,0.1468,0.16387433333333334,0.11606633333333333,0.124824
256,32,1,dynamic,8,0.14844966666666667,0.154477,0.119088,0.129154
256,32,1,dynamic,16,0.160534,0.155462,0.118879,0.11822133333333333
